impression_id,user_id,ad_id,timestamp,clicked,device,platform,operating_system,browser,connection_type,pages_in_session,session_duration_seconds,visitor_status
0,0,4,2025-04-11 05:08:33,0,mobile,social_media,Windows,Edge,WiFi,5,201,Returning
1,0,2,2025-04-08 02:42:30,0,mobile,website,Windows,Edge,WiFi,5,201,Returning
2,0,0,2025-04-17 11:55:38,0,mobile,website,Windows,Edge,WiFi,5,201,Returning
3,0,3,2025-04-14 23:00:42,0,mobile,social_media,Windows,Edge,WiFi,5,201,Returning
4,0,1,2025-04-12 09:37:17,0,mobile,website,Windows,Edge,WiFi,5,201,Returning
5,1,2,2025-04-25 16:54:30,0,mobile,search_engine,Android,Edge,WiFi,3,28,Returning
6,1,1,2025-04-10 12:21:53,0,mobile,search_engine,Android,Edge,WiFi,3,28,Returning
7,1,0,2025-05-01 13:29:37,0,mobile,app,Android,Edge,WiFi,3,28,Returning
8,1,4,2025-04-21 18:06:23,0,mobile,website,Android,Edge,WiFi,3,28,Returning
9,1,3,2025-04-20 16:24:40,0,mobile,app,Android,Edge,WiFi,3,28,Returning
10,2,4,2025-04-22 00:54:53,1,mobile,app,Windows,Chrome,WiFi,2,26,Loyal
11,2,0,2025-04-12 09:52:22,1,mobile,search_engine,Windows,Chrome,WiFi,2,26,Loyal
12,2,1,2025-04-23 15:44:10,0,mobile,search_engine,Windows,Chrome,WiFi,2,26,Loyal
13,2,2,2025-04-10 15:26:44,0,mobile,social_media,Windows,Chrome,WiFi,2,26,Loyal
14,2,3,2025-04-06 09:40:04,0,mobile,website,Windows,Chrome,WiFi,2,26,Loyal
15,3,2,2025-04-08 08:21:21,0,mobile,app,Android,Chrome,4G,5,677,New
16,3,0,2025-04-07 10:39:48,0,mobile,search_engine,Android,Chrome,4G,5,677,New
17,3,4,2025-04-07 14:16:51,0,mobile,search_engine,Android,Chrome,4G,5,677,New
18,3,1,2025-04-11 04:45:06,0,mobile,app,Android,Chrome,4G,5,677,New
19,3,3,2025-04-22 23:09:35,0,mobile,website,Android,Chrome,4G,5,677,New
20,4,1,2025-04-21 06:00:16,0,mobile,search_engine,iOS,Safari,4G,4,103,New
21,4,2,2025-04-29 09:35:02,0,mobile,website,iOS,Safari,4G,4,103,New
